source	target
Amii Stewart	Ennio Morricone
Amii Stewart	Mike Francis
Amon Düül 2	Embryo (band)
Amorphous Androgynous	Noel Gallagher's High Flying Birds
Amps for Christ	Man Is the Bastard
Amuse, Inc.	Perfume (Japanese band)
Amy Gore	Gore Gore Girls
Amy Grant	Mark L. Smith (musician)
Amy Grant	Michael W. Smith
Amy Grant	Vince Gill
Amy Lee	Evanescence
Amy Millan	Porter Robinson
Amy Millan	Stars (Canadian band)
Amy Ray	Indigo Girls
Amy Wadge	Ed Sheeran
Amy Winehouse	Dionne Bromfield
Amy Winehouse	Mark Ronson
Amy Winehouse	Tony Bennett
Amy Winehouse	Tyler James (English musician)
Amy Winehouse	Will Heard
Ana Bárbara	Dyland & Lenny
Anaïs Lameche	Play (group)
Anahí	RBD
Anahí	Wisin
Anastacia	Ben's Brother
Anastacia	Céline Dion
Anastacia	Chaka Khan
Anastacia	David Morales
Anastacia	Dima Bilan
Anastacia	Elton John
Anastacia	Eros Ramazzotti
Anastacia	Faith Evans
Anastacia	Jamiroquai
Anastacia	Jon Bon Jovi
Anastacia	Luciano Pavarotti
Anastacia	Michael Jackson
Anastacia	Natalia Druyts
Anathallo	Andrew Dost
Anathallo	Fun (band)
Anatii	Cassper Nyovest
Anatii	Da L.E.S
Anatii	DJ Khaled
Anatii	Dreamteam
Anatii	Fistaz Mixwell
Anatii	Nasty C
Anatii	Riky Rick
And That	The Streets
Anders Nyström	Bloodbath
Anders Nyström	Katatonia
Anders Odden	Cadaver (band)
Anderson Bruford Wakeman Howe	Jon Anderson
Anderson Bruford Wakeman Howe	Rick Wakeman
Anderson Bruford Wakeman Howe	Tony Levin
Anderson Bruford Wakeman Howe	Yes (band)
Anderson Paak	Dr. Dre
Anderson Paak	Kaytranada
Anderson, Rabin and Wakeman	Jon Anderson
Anderson, Rabin and Wakeman	Rick Wakeman
Anderson, Rabin and Wakeman	Yes (band)
André 3000	Outkast
Andrés Calamaro	Cachorro López
Andrés Calamaro	Los Abuelos de la Nada
Andraé Crouch	Queen Latifah
Andraé Crouch	Sandra Crouch
Andre 3000	Erykah Badu
Andre 3000	Esthero
Andre 3000	John Legend
Andre Cymone	Jody Watley
Andre Matos	Viper (band)
Andrea Bocelli	Celine Dion
Andrea Bocelli	Ennio Morricone
Andrea Bocelli	Hayley Westenra
Andrea Bocelli	Kenny G
Andrea Bocelli	Laura Pausini
Andrea Bocelli	Sarah Brightman
Andrea Corr	The Corrs
Andrea Echeverri	Aterciopelados
Andrea Martin (musician)	Naughty Boy
Andreas Frege	Die Toten Hosen
Andrew Bird	Andrew Bird's Bowl of Fire
Andrew Bird	St. Vincent (musician)
Andrew Dost	Fun (band)
Andrew Eldritch	The Sisters of Mercy
Andrew Eldritch	The_Sisters_of_Mercy#Personnel
Andrew Freeman (musician)#Thirty Stones	Last in Line
Andrew Freeman (musician)#Thirty Stones	The Offspring
Andrew Innes	Primal Scream
Andrew Lloyd Webber	Tim Rice
Andrew Loog Oldham	Rolling Stones
Andrew McCulloch (drummer)	King Crimson
Andrew Shives	Fear Factory
Andrew Stockdale	Wolfmother
Andrew Tolman	Imagine Dragons
Andrew Tolman	The Moth & The Flame
Andrew Vowles	Massive Attack
Andrew Wood (singer)	Malfunkshun
Andrew Wyatt	Emile Haynie
Andrew Wyatt	Miike Snow
Andromeda (British band)	One in a Million (band)
Andrus, Blackwood and Company	The Imperials
Andy Allo	Prince (musician)
Andy Bell (musician)	Hurricane No. 1
Andy Bell (musician)	Hurricane No.&nbsp;1
Andy Bell (musician)	Ride (band)
Andy Bell (singer)	Erasure
Andy Biersack	Black Veil Brides
Andy Bown	Judas Jump
Andy Bown	Peter Frampton
Andy Bown	Pink Floyd
Andy Bown	Roger Waters
Andy Bown	Status Quo (band)
Andy Bown	The Herd (UK band)
Andy Cabic	Vetiver (band)
Andy Cairns	Therapy?
Andy Cato	Groove Armada
Andy Connell	Swing Out Sister
Andy Cox	Fine Young Cannibals
Andy Cox	The Beat (British band)
Andy Duncan (musician)	OK Go
Andy Ellison	Jet (UK band)
Andy Ellison	John's Children
Andy Fairweather Low	Eric Clapton
Andy Fairweather Low	Fair Weather
Andy Fletcher (musician)	Depeche Mode
Andy Granelli	Darker My Love
Andy Hurley	Racetraitor
Andy Irvine & Dónal Lunny's Mozaik	Andy Irvine (musician)
Andy Irvine & Dónal Lunny's Mozaik	Andy Irvine (musician)#LAPD
Andy Irvine & Dónal Lunny's Mozaik	Andy Irvine (musician)#Usher's Island
Andy Irvine & Dónal Lunny's Mozaik	Planxty
Andy Irvine & Dónal Lunny's Mozaik#The first 'Mosaic' (1984-85)	Andy Irvine (musician)
Andy Irvine & Dónal Lunny's Mozaik#The first 'Mosaic' (1984-85)	Andy Irvine (musician)#LAPD
Andy Irvine & Dónal Lunny's Mozaik#The first 'Mosaic' (1984-85)	Andy Irvine (musician)#Usher's Island
Andy Irvine & Dónal Lunny's Mozaik#The first 'Mosaic' (1984-85)	Planxty
Andy Irvine (musician)	Andy Irvine (musician)#LAPD
Andy Irvine (musician)	Andy Irvine (musician)#Usher's Island
Andy Irvine (musician)	Bill Whelan
Andy Irvine (musician)	Dick Gaughan
Andy Irvine (musician)	EastWind
Andy Irvine (musician)	Patrick Street
Andy Irvine (musician)	Paul Brady
Andy Irvine (musician)	Planxty
Andy Irvine (musician)	Sweeney's Men
Andy Irvine (musician)#LAPD	Andy Irvine (musician)#LAPD
Andy Irvine (musician)#LAPD	Andy Irvine (musician)#Usher's Island
Andy Irvine (musician)#LAPD	Dick Gaughan
Andy Irvine (musician)#LAPD	EastWind
Andy Irvine (musician)#LAPD	Patrick Street
Andy Irvine (musician)#LAPD	Paul Brady
Andy Irvine (musician)#LAPD	Planxty
Andy Irvine (musician)#LAPD	Sweeney's Men
Andy Irvine (musician)#Usher's Island	Andy Irvine (musician)#Usher's Island
Andy Irvine (musician)#Usher's Island	Dick Gaughan
Andy Irvine (musician)#Usher's Island	EastWind
Andy Irvine (musician)#Usher's Island	Patrick Street
Andy Irvine (musician)#Usher's Island	Paul Brady
Andy Irvine (musician)#Usher's Island	Planxty
Andy Irvine (musician)#Usher's Island	Sweeney's Men
Andy Kubiszewski	Exotic Birds
Andy LaPlegua	Combichrist
Andy LaPlegua	Icon of Coil
Andy Leftwich	Kentucky Thunder
Andy Newmark	David Bowie
Andy Newmark	David Gilmour
Andy Newmark	John Lennon
Andy Newmark	Roxy Music
Andy Newmark	Sly and the Family Stone
Andy Nicholson	Arctic Monkeys
Andy Paley	Brian Wilson
Andy Paley	Jonathan Richman
Andy Paley	The Modern Lovers
Andy Paley	The Paley Brothers
Andy Selway	KMFDM
Andy Summers	The Police
Andy Taylor (guitarist)	Duran Duran
Andy Taylor (guitarist)	Robert Palmer (singer)
Andy Taylor (guitarist)	The Power Station (band)
Anette Olzon	Nightwish
Anette Olzon	Pain (musical project)
Angélique Kidjo	Carlinhos Brown
Angélique Kidjo	Carlos Santana
Angélique Kidjo	Cassandra Wilson
Angélique Kidjo	Daniella Mercury
Angélique Kidjo	Dianne Reeves
Angélique Kidjo	Gilberto Gil
Angélique Kidjo	Henri Salvador
Angélique Kidjo	Lionel Loueke
Angélique Kidjo	Manu DiBango
Angélique Kidjo	Romero Lubambo
Angélique Kidjo	Steve Jordan (musician)
Angélique Kidjo	Vinicius Cantuária
Angélique Kidjo	Ziggy Marley
Angel (British musician)	Wretch 32
Angel Deradoorian	Dirty Projectors
Angel Haze	Rudimental
Angel Witch	Exodus (band)
Angel Witch	Heathen (band)
Angela McCluskey	Wild Colonials
Angelfish (band)	Garbage (band)
Angelfish (band)	Goodbye Mr. Mackenzie
Angelo Moore	Fishbone
Angels & Airwaves	Blink-182
Angels & Airwaves	Denver Harbor
Angels & Airwaves	The Offspring
Angels & Airwaves	Thirty Seconds to Mars
Angels & Airwaves	Tom DeLonge
Angels of Light	Michael Gira
Angels of Light	Swans (band)
Angels of Light	The Body Lovers / The Body Haters
Angels of Light	World of Skin
Angger Dimas	Dimitri Vegas & Like Mike
Angger Dimas	Steve Aoki
Angie Stone	Harold Lilly (songwriter)
Angie Stone	Joss Stone
Angie Stone	Lenny Kravitz
Angie Stone	The Sequence
Angra (band)	Kiko Loureiro
Angra (band)	Luís Mariutti
Angra (band)	Megadeth
Angra (band)	Rafael Bittencourt
Angra (band)	Viper (band)
Angry Anderson	Rose Tattoo
Angus & Julia Stone	Angus Stone
Angus & Julia Stone	Kygo
Angus & Julia Stone	Rick Rubin
Animal Collective	Avey Tare
Animal Collective	Panda Bear (musician)
Animal Collective	Ratking (group)
Animal Collective	Terrestrial Tones
Anisa Romero	Sky Cries Mary
Anita Baker	Chapter 8
Anita Dobson	Brian May
Anita Sarawak	Go Go (singer)
Anita Sarawak	Ne-Yo
Anjani	Leonard Cohen
Ann Marie Calhoun	SuperHeavy
Ann Nesby	Sounds of Blackness
Ann Wilson	Heart (band)
Anna Fantastic	Prince (musician)
Anna McDonald	Bryan Ferry
AnNa&nbsp;R.	Rosenstolz
Annabella Lwin	Bow Wow Wow
Anne Dudley	Art of Noise
Anne Murray	Glen Campbell
Annette Zilinskas	The Bangles
Anni-Frid Lyngstad	Benny Andersson
Anni-Frid Lyngstad	Phil Collins
Annie Haslam	Renaissance (band)
Annie Lennox	Eurythmics
Annie Lennox	The Catch (British band)
Annie Lennox	The Tourists
Another Animal	Godsmack
Another Animal	Whitfield Crane
Another Level (band)	Dane Bowers
Anoushka Shankar	Ravi Shankar
Ant-Bee	Frank Zappa
Ant-Bee	The Mothers of Invention
Ant-Bee	The Mothers of Invention#Personnel
Antônio Carlos Jobim	Frank Sinatra
Antônio Carlos Jobim	Vinícius de Moraes
Antemasque (band)	David Elitch
Antemasque (band)	Omar Rodríguez-López
Antemasque (band)	Travis Barker
Anthony Crawford (musician)	Diamond Rio
Anthony Hamilton (musician)	Fantasia Barrino
Anthony Hamilton (musician)	Nappy Roots
Anthony Kiedis	Red Hot Chili Peppers
Anthony Moore	Pink Floyd
Anthony Moore	Richard Wright (musician)
Anthony Phillips	Genesis (band)
Anthony Phillips	The Anon
Anthony Santos	Aventura (band)
Anthrax (American band)	Armored Saint
Anthrax (American band)	Charlie Benante
Anthrax (American band)	Dan Lilker
Anthrax (American band)	Deathriders
Anthrax (American band)	Exodus (American band)
Anthrax (American band)	Fates Warning
Anthrax (American band)	Flavor Flav
Anthrax (American band)	Frank Bello
Anthrax (American band)	Joey Belladonna
Anthrax (American band)	Jonathan Donais
Anthrax (American band)	List of Anthrax band members
Anthrax (American band)	Megadeth
Anthrax (American band)	Metallica
Anthrax (American band)	Neil Turbin
Anthrax (American band)	Nuclear Assault
Anthrax (American band)	Overkill (band)
Anthrax (American band)	Pantera
Anthrax (American band)	Public Enemy (group)
Anthrax (American band)	Scott Ian
Anthrax (American band)	Shadows Fall
Anthrax (American band)	Slayer
Anthrax (American band)	Stormtroopers of Death
Anthrax (American band)	Volbeat
Anti-Flag	Billy Talent
Anti-Flag	Justin Sane
Anti-Flag	Rise Against
Anti-Flag	Tom Morello
Anti-Flag	White Wives
Antonio Sánchez (drummer)	Pat Metheny Group
Antony Costa	Blue (English band)
Antwon	Ratking (group)
Anybody Killa	Dark Lotus
Anybody Killa	Insane Clown Posse
Apache (rapper)	Fat Joe
Apache (rapper)	Flavor Unit
Apathy (rapper)	Army of the Pharaohs
Apathy (rapper)	The Demigodz
Aphasia (American band)	Jeffrey Harber
Aphex Twin	Universal Indicator (music)
Aphrodite's Child	Irene Papas
Aphrodite's Child	Vangelis
Apl.de.ap	The Black Eyed Peas
Apocalyptica	Till Lindemann
Apollo 440	James Gardner (musician)
Apollo 440	Magazine (band)
Apollo 440	Trevor Gray
Apollonia 6	Apollonia Kotero
Apollonia 6	Prince (musician)
Apollonia 6	Vanity 6
Apollyon (musician)	Aura Noir
Apparatjik	a-ha
Apparatjik	Coldplay
Apparatjik	Guy Berryman
April Stevens	Nino Tempo & April Stevens
Arabian Prince	Eazy-E
Arabian Prince	N.W.A
Arcángel & De La Ghetto	Arcángel (singer)
Arcángel & De La Ghetto	Jowell & Randy
Arcángel & De La Ghetto	Zion (artist)
Arcángel (singer)	Daddy Yankee
Arcángel (singer)	De La Ghetto
Arcángel (singer)	Dyland & Lenny
Arcángel (singer)	Farruko
Arcángel (singer)	Ivy Queen
Arca (producer)	Björk
Arca (producer)	Dean Blunt
Arca (producer)	FKA twigs
Arca (producer)	Kanye West
Arca (producer)	Kelela
Arcade Fire	Bell Orchestre
Arcade Fire	CLARK the band
Arcade Fire	David Bowie
Arcade Fire	David Byrne
Arcade Fire	James Murphy (electronic musician)
Arcade Fire	Jeremy Gara
Arcade Fire	LCD Soundsystem
Arcade Fire	Markus Dravs
Arcade Fire	Owen Pallett
Arcade Fire	Régine Chassagne
Arcade Fire	Richard Reed Parry
Arcade Fire	Sarah Neufeld
Arcade Fire	Tim Kingsbury
Arcade Fire	William Butler (musician)
Arcade Fire	Win Butler
Arcadia (band)	Duran Duran
Arcadia (band)	Simon Le Bon
Arch Enemy (band)	Michael Amott
Arch Enemy	Carcass (band)
Archy Marshall	Ratking (group)
Arctic Monkeys	Bill Ryder-Jones
Arctic Monkeys	Dead Sons
Arctic Monkeys	Dizzee Rascal
Arctic Monkeys	Josh Homme
Arctic Monkeys	Miles Kane
Arctic Monkeys	Mini Mansions
Arctic Monkeys	Queens of the Stone Age
Arctic Monkeys	Richard Hawley
Arctic Monkeys	The Last Shadow Puppets
Aretha Franklin	Chaka Khan
Aretha Franklin	Cissy Houston
Aretha Franklin	Deniece Williams
Aretha Franklin	Dionne Warwick
Aretha Franklin	Eurythmics
Aretha Franklin	George Benson
Aretha Franklin	George Michael
Aretha Franklin	Gladys Knight
Aretha Franklin	James Brown
Aretha Franklin	Joss Stone
Aretha Franklin	King Curtis
Aretha Franklin	Lauryn Hill
Aretha Franklin	Luther Vandross
Aretha Franklin	Michael McDonald (singer)
Aretha Franklin	Patti LaBelle
Aretha Franklin	Smokey Robinson
Aretha Franklin	Sweet Inspirations
Aretha Franklin	The Caravans
Aretha Franklin	The Soul Stirrers
Aretha Franklin	Whitney Houston
Ari Up	The Slits
Ariana Grande	Jordin Sparks
Ariana Grande	Macy Gray
Ariana Grande	Max Martin
Arj Barker	Flight of the Conchords
Arkaea	Fear Factory
Arkaea	Threat Signal
Arma Angelus	Fall Out Boy
Arma Angelus	Pete Wentz
Arma Angelus	Rise Against
Arma Angelus	The Honor System (band)
Armand Van Helden	Common (rapper)
Armand Van Helden	Dizzee Rascal
Armand Van Helden	DJ Sneak
Armand Van Helden	Duane Harden
Armand Van Helden	Duck Sauce (band)
Armand Van Helden	Fat Joe
Armand Van Helden	Norman Cook
Armand Van Helden	Roger Sanchez
Armand Van Helden	Roland Clark
Armand Van Helden	Spalding Rockwell
Armand Van Helden	Tara McDonald
Armand Van Helden	Team Facelift
Armand Van Helden	Tekitha
Armin van Buuren	BT (musician)
Armin Van Buuren	Fiora (musician)
Armin van Buuren	Hardwell
Armin van Buuren	Mark Sixma
Armin van Buuren	Miri Ben-Ari
Armin van Buuren	Nadia Ali
Armin van Buuren	Tiësto
Armin van Buuren	W&W
Armistead Burwell Smith IV	Three Mile Pilot
Armored Saint	Evildead
Armored Saint	Fates Warning
Armored Saint	John Bush (singer)
Armored Saint	Metallica
Armored Saint	MX Machine
Army of Anyone	Korn
Army of Anyone	Richard Patrick
Army of Anyone	Stone Temple Pilots
Army of the Pharaohs	Celph Titled
Army of the Pharaohs	Jedi Mind Tricks
Arnold Corns	David Bowie
Arrested Development (group)	Dionne Farris
Arrested Development (group)	Speech (rapper)
Arrested Development (hip hop group)	Dionne Farris
Arson Anthem	Down (band)
Arson Anthem	Hank Williams III
Arson Anthem	Pantera
Arson Anthem	Phil Anselmo
Art Alexakis	Everclear (band)
Art Blakey	Horace Silver
Art Blakey	Keith Jarrett
Art Blakey	Kenny Dorham
Art Blakey	Terence Blanchard
Art Blakey	Wayne Shorter
Art Garfunkel	Paul Simon
Art Garfunkel	Simon & Garfunkel
Art Neville	Hawketts
Art Neville	The Neville Brothers
Art of Anarchy	Scott Weiland
Art of Anarchy	Velvet Revolver
Art of Noise	Yes (band)
Art Wood	Blues Incorporated
Art Wood	The Artwoods
Arthur Adams (singer)	Nina Simone
Arthur Adams (singer)	The Crusaders
Arthur Paul Tavares	Tavares (group)
Artifacts (group)	El Da Sensei
Artifacts (group)	Redman (rapper)
Artifacts (group)	Tame One
Artimus Pyle	Lynyrd Skynyrd
Arturo Sandoval	Dizzy Gillespie
Arty (musician)	Mat Zo
As Friends Rust	Damien Moyal
As Friends Rust	Poison the Well (band)
ASAP Ferg	ASAP Mob
ASAP Ferg	Juicy J
ASAP Ferg	Kirk Knight
ASAP Ferg	Tory Lanez
ASAP Ferg	YG (rapper)
ASAP Mob	ASAP Nast
ASAP Mob	Dash (rapper)
ASAP Mob	Pro Era
ASAP Nast	Skepta
ASAP Rocky	Danny Brown (rapper)
Ascension of the Watchers	Burton C. Bell
Ascension of the Watchers	Fear Factory
Asesino	Fear Factory
Asesino	Soulfly
Ash (band)	Charlotte Hatherley
Ash (band)	Tim Wheeler
Ash Riser	Kendrick Lamar
Ashanti (singer)	Fat Joe
Ashanti (singer)	Ja Rule
Ashanti (singer)	Nelly
Ashanti (singer)	R. Kelly
Ashes Divide	Billy Howerdel
Ashford & Simpson	Chaka Khan
Ashford & Simpson	Jennifer Holliday
Ashford & Simpson	Marvin Gaye
Ashford & Simpson	Tammi Terrell
Ashley Dzerigian	Great Northern (indie band)
Ashley Gorley	Brad Paisley
Ashley Monroe	Train (band)
Ashley Monroe	Trent Dabbs
Asia's Got Talent	Melanie C
Asia (band)	GTR (band)
Asia (band)	Yes (band)
Asking Alexandria	Ben Bruce
Asking Alexandria	Danny Worsnop
Asking Alexandria	We Are Harlot
Asleep at the Wheel	Jann Browne
Asleep at the Wheel	Ray Benson
Asobi Seksu	Boris (band)
Asobi Seksu	Yuki Chikudate
Assjack	Hank Williams III
Assjack	Psyopus
Astrud Gilberto	João Gilberto
Asumadu	Bisa Kdei
Asumadu	Kwaw Kese
Asumadu	Shatta Wale
Atari Teenage Riot	Hanin Elias
Atari Teenage Riot	Rowdy Superstar
Ataxia (band)	John Frusciante
Ataxia (band)	Red Hot Chili Peppers
Atban Klann	Eazy-E
Atban Klann	The Black Eyed Peas
Atban Klann	The Black Eyed Peas 
Atban Klann	will.i.am
Aterciopelados	Delia y Los Aminoácidos
Athena Cage	Keith Sweat
Athena Cage	Kut Klose
Atlanta (band)	Jeff Stevens (singer)
Atom on Sphere	Fake?
Atom on Sphere	Ken Lloyd
Atom on Sphere	Oblivion Dust
Atom Willard	Rocket from the Crypt
Atom Willard	The Special Goodness
Atomic Bomb! Band	David Byrne
Atomic Bomb! Band	Hot Chip
Atomic Bomb! Band	LCD Soundsystem
Atomic Mass (band)	Def Leppard
Atomic Mass (band)	Joe Elliott
Atomic Mass (band)	Rick Savage
Atomkraft	Tony Dolan
Atomkraft	Venom (band)
Atoms for Peace (band)	Radiohead
Atoms for Peace (band)	Thom Yorke
Attack Attack!	Beartooth (band)
Attack Attack!	In Fear and Faith
Attack Attack!	Of Mice & Men (band)
Atticus Ross	Trent Reznor
Attika 7	Soulfly
Attila (rock band)	Billy Joel
Attila Csihar	Balázs Pándi
Aubrie Sellers	Lee Ann Womack
Audien	Matthew Koma
Audio Adrenaline	Know Hope Collective
Audio Bullys	Suggs (singer)
Audio Push	Hit-Boy
Audioslave	Axis of Justice
Audioslave	Chris Cornell
Audioslave	Future User
Audioslave	Rage Against the Machine
Audioslave	Soundgarden
Audioslave	Street Sweeper Social Club
Audioslave	The Nightwatchman
Audioslave	Tom Morello
Audioslave	WAKRAT
Audiotopsy (band)	Greg Tribbett
Audiotopsy (band)	Mudvayne
Audrey Horne (band)	Enslaved (band)
Audrey Horne (band)	Gorgoroth
Audrey Williams	Drifting Cowboys
Audrey Williams	Hank Williams
Audrey Williams	Hank Williams, Jr.
Augie Meyers	Bob Dylan
Augie Meyers	Texas Tornados
August Alsina	Chris Brown
August Alsina	Jaden Smith
August Alsina	Kid Ink
August Alsina	Nicki Minaj
August Alsina	Pusha T
August Alsina	Rich Homie Quan
August Alsina	Trey Songz
August Alsina	Usher (entertainer)
August Alsina	Yo Gotti
Auntie Christ	Exene Cervenka
Auntie Christ	Rancid (band)
Auntie Christ	X (American band)
Auntie Christ	X (U.S. band)
Aura Noir	Cadaver (band)
Aura Noir	Immortal (band)
Aurora Borealis (band)	Derek Roddy
Aurora Borealis (band)	Tony Laureano
Autolux	Carla Azar
Autolux	Failure (band)
Automatic&nbsp;Baby	Michael Stipe
Automatic&nbsp;Baby	R.E.M.
Autopsy (band)	Chris Reifert
Autopsy (band)	Death (metal band)
Avelino (rapper)	Etta Bond
Avelino (rapper)	Labrinth
Avelino (rapper)	Raf Riley
Avelino (rapper)	Stormzy
Avelino (rapper)	Wretch 32
Avenged Sevenfold	Disturbed (band)
Avenged Sevenfold	M. Shadows
Avenged Sevenfold	Pinkly Smooth
Avenged Sevenfold	The Rev
Aventura (band)	Don Omar
Aventura (band)	Romeo Santos
Avey Tare	Panda Bear (musician)
Avey Tare	Terrestrial Tones
Avicii	Benny Andersson
Avicii	Björn Ulvaeus
Avicii	Chris Martin
Avicii	Coldplay
Avicii	Daniel Adams-Ray
Avicii	David Guetta
Avicii	John Martin (singer)
Avicii	Kygo
Avicii	Lenny Kravitz
Avicii	Linnea Henriksson
Avicii	Madonna (entertainer)
Avicii	Martin Garrix
Avicii	Matisyahu
Avicii	Nadia Ali
Avicii	Nicky Romero
Avicii	Noonie Bao
Avicii	Otto Knows
Avicii	Robbie Williams
Avicii	Sonu Nigam
Avicii	Wyclef Jean
Avicii	Zac Brown Band
Avril Lavigne	Nick Carter (musician)
Awolnation	Blind Melon
Awolnation	Home Town Hero
Awolnation	Under the Influence of Giants
Awolnation	White Wives
Axis of Justice	Serj Tankian
Axis of Justice	System of a Down
Axis of Justice	Tom Morello
Axl Rose	Guns N' Roses
Axwell and Ingrosso	Pusha T
Axwell and Ingrosso	Salem Al Fakir
Axwell and Ingrosso	Sebastian Ingrosso
Axwell and Ingrosso	Vincent Pontare
Axwell	Axwell and Ingrosso
Axwell	Dirty South (musician)
Axwell	John Martin (singer)
Axwell	Laidback Luke
Axwell	Salem Al Fakir
Axwell	Sebastian Ingrosso
Axwell	Steve Angello
Axwell	Swedish House Mafia
Aya (Japanese singer)	Krist Novoselic
Ayaka Nishiwaki	Perfume (Japanese band)
Ayami Mutō	Karen Girl's
Ayami Mutō	Sakura Gakuin
Ayano Ōmoto	Perfume (Japanese band)
AZ (rapper)	Foxy Brown (rapper)
AZ (rapper)	The Firm (hip hop group)
B'z	Tak Matsumoto
B'z	Tak Matsumoto Group
B-52's	Nile Rodgers
B-Legit	E-40
B-Real	Cypress Hill
B-Real	D12
B-Tight	Sido (rapper)
B. Howard	Go Go (singer)
B. Howard	Koda Kumi
B. Howard	Ne-Yo
B. T. Express	Kashif (musician)
B.B. King	Bobby Bland
B.B. King	Eric Clapton
B.B. King	Will Jennings
B.G. Knocc Out	Eazy-E
B.J. Thomas	Sara Niemietz
B.o.B	Big Boi
B.o.B	Cobra Starship
B.o.B	Diggy Simmons
B.o.B	Hayley Williams
B.o.B	Lupe Fiasco
B.o.B	Playboy Tre
B.o.B	Scotty ATL
B.o.B	T.I.
B.o.B	Tech N9ne
B.o.B	Victoria Monet
Béla Fleck and the Flecktones	Future Man
Béla Fleck and the Flecktones	Howard Levy
Béla Fleck and the Flecktones	Jeff Coffin
Béla Fleck and the Flecktones	Victor Wooten
Béla Fleck	Béla Fleck and the Flecktones
Böhse Onkelz	Der W
Böhse Onkelz	Stephan Weidner
B2K	Bow Wow (rapper)
B2K	Fabolous
B2K	IMx
B2K	Jhené Aiko
B2K	Jhene
B2K	O'Ryan
B2K	Omarion
B2K	P. Diddy
B2K	Play (group)
B2K	R. Kelly
B2K	Ray J
B2K	Tom Gurl Four
Baauer	Flosstradamus
Baauer	Just Blaze
Baauer	Nero (band)
Baauer	No Doubt
Baauer	The Prodigy
Baba Saad	Bushido (rapper)
Baby Lloyd Stallworth	James Brown
Baby Ranks	Wisin & Yandel
Baby Rasta & Gringo	Ivy Queen
Baby Rasta & Gringo	Zion & Lennox
Baby Rasta y Gringo	Farruko
Babyface (musician)	El DeBarge
Babyface (musician)	K-Ci & JoJo
Babyface (musician)	Kenny G
Babyface (musician)	L.A. Reid
Babyface (musician)	Toni Braxton
Babymetal	Sakura Gakuin
Bacilos	Jorge Villamizar
Back Off Cupids	Drive Like Jehu
Back Off Cupids	John Reis
Back Off Cupids	Pitchfork (band)
Backstreet Boys	New Kids on the Block
Backstreet Boys	Nick Carter (musician)
Backstreet Boys	NKOTBSB
Bad Brains	H.R.
Bad Brains	Sublime (band)
Bad Company (drum and bass group)	dBridge
Bad Company (drum and bass group)	DJ Fresh
Bad Company	Boz Burrell
Bad Company	Free (band)
Bad Credit	The Aquabats
Bad Lieutenant (band)	Bernard Sumner
Bad Lieutenant (band)	Electronic (band)
Bad Lieutenant (band)	New Order (band)
Bad Meets Evil	Eminem
